ID,slug,name,short_description,long_description,seo_description,base_spirit,category_primary,categories_all,tags,image_url,image_alt,glassware,garnish,technique,difficulty,flavor_strength,flavor_sweetness,flavor_tartness,flavor_bitterness,flavor_aroma,flavor_texture,notes,fun_fact,fun_fact_source,metadata_json,ingredients,instructions,,,,
mw_gypsy_eyes_001,gypsy-eyes,Gypsy Eyes,"A complex, layered sour with Green Chartreuse and Aperol.","The Gypsy Eyes is a modern classic that bridges the gap between the Last Word and a Gin Sour. It modifies the gin and lime base with Green Chartreuse and Aperol (or sometimes Campari), creating a reddish-pink drink with deep herbal complexity. It balances the medicinal punch of Chartreuse with the bittersweet orange of the aperitivo. It is a bartender favorite for its intricate flavor map.","Shake a Gypsy Eyes with gin, Green Chartreuse, and Aperol.",Gin,Sour,modern-classic|sour|herbal|bitter|complex,gin|green-chartreuse|aperol|lime|grapefruit,,A Gypsy Eyes in a coupe with a rosemary sprig.,Coupe,rosemary sprig,Shake,Moderate,6,5,5,3,8,6,Sometimes made with grapefruit juice alongside the lime for added depth.,"Often attributed to the modern craft cocktail revival in San Francisco, showcasing the versatility of mixing Chartreuse with other modifiers.",San Francisco cocktail archives,{},1.5 oz gin|0.5 oz Green Chartreuse|0.5 oz Aperol|0.5 oz fresh lime juice|0.25 oz simple syrup,1. Add all ingredients to a shaker with ice. 2. Shake well. 3. Strain into a chilled coupe. 4. Garnish with a rosemary sprig.,,,,
mw_bennett_001,bennett,Bennett,A Gimlet variation that adds Angostura bitters and omits the cordial.,"The Bennett is essentially a Gin Gimlet made with fresh lime and simple syrup (instead of cordial), seasoned heavily with Angostura bitters. It strips away the cooked-sugar taste of Rose's Lime Juice, replacing it with the fresh bite of citrus and the spice of bitters. It is a cleaner, sharper, and more aromatic version of the mid-century standard. It proves that bitters belong in sours.","Shake a Bennett with gin, lime, sugar, and bitters.",Gin,Sour,classic|sour|citrus|simple|dinner,gin|lime|bitters|crisp|refreshing,,A Bennett in a coupe with a lime wheel.,Coupe,lime wheel,Shake,Easy,6,4,6,2,6,5,"This is the ancestor of the modern 'Fresh Gimlet,' dating back to the 1920s.","Named after a well-to-do American expatriate in Chile who preferred his Gimlets fresh and spiced, rather than with preserved cordial.","Crosby Gaige, 1941; Imbibe",{},2 oz gin|1 oz fresh lime juice|0.75 oz simple syrup|2 dashes Angostura bitters,1. Add all ingredients to a shaker with ice. 2. Shake well. 3. Strain into a chilled coupe. 4. Garnish with a lime wheel.,,,,
mw_income_tax_001,income-tax,Income Tax,A bitters-heavy riff on the Bronx cocktail.,"The Income Tax is essentially a Bronx cocktail (Gin, Sweet & Dry Vermouth, Orange Juice) with the addition of Angostura bitters. The bitters dry out the orange juice and add a spicy depth that makes the drink feel more 'adult' and less like a breakfast beverage. It is a forgotten classic that offers a balanced, low-ABV option with a cynical name.","Shake an Income Tax with gin, vermouths, orange juice, and bitters.",Gin,Aperitif,classic|aperitif|bitter|historic|tax-day,gin|sweet-vermouth|dry-vermouth|orange|bitters,,An Income Tax cocktail in a coupe with an orange twist.,Coupe,orange twist,Shake,Easy,5,4,4,3,6,5,"The bitters are the defining ingredient; without them, it is just a Bronx.","The drink's name reflects the era of its popularity (1920s), coinciding with the rising complexity of American tax laws.",Savoy Cocktail Book; PunchDrink,{},1.5 oz gin|0.75 oz dry vermouth|0.75 oz sweet vermouth|0.75 oz fresh orange juice|2 dashes Angostura bitters,1. Add all ingredients to a shaker with ice. 2. Shake well. 3. Strain into a chilled coupe. 4. Garnish with an orange twist.,,,,
mw_fallen_angel_001,fallen-angel,Fallen Angel,"A minty, herbal gin sour with a dash of crème de menthe.","The Fallen Angel is a peculiar but delightful classic that adds a dash of white crème de menthe and Angostura bitters to a standard gin and lime sour. The mint is used as a seasoning rather than a main flavor, providing a cooling finish that plays against the juniper. It is less sweet than a Grasshopper and more complex than a Southside. It represents the 'seasoning' style of pre-Prohibition mixing.","Shake a Fallen Angel with gin, lime, and crème de menthe.",Gin,Sour,classic|sour|herbal|mint|vintage,gin|creme-de-menthe|lime|bitters|cooling,,A Fallen Angel in a coupe with a mint leaf.,Coupe,mint leaf,Shake,Moderate,6,4,6,2,7,5,Use white crème de menthe to keep the drink looking crisp; green will turn it a muddy color.,"The name implies a corrupted innocence, fitting for a drink that looks like a pure Gimlet but tastes of medicinal mint and bitters.",Savoy Cocktail Book,{},2 oz gin|0.75 oz fresh lime juice|2 dashes white crème de menthe|2 dashes Angostura bitters,1. Add ingredients to a shaker with ice. 2. Shake well. 3. Strain into a chilled coupe. 4. Garnish with a mint leaf.,,,,
mw_el_diablo_001,el-diablo,El Diablo,"A spicy, towering highball of tequila, crème de cassis, and ginger beer.","El Diablo is a mid-century classic that balances the earthy heat of tequila with the deep berry sweetness of crème de cassis and the spice of ginger beer. Unlike the Margarita, which focuses on citrus, this drink is savory, spicy, and fruity all at once. The cassis sinks to the bottom (or is mixed in) to create a dark, devilish hue. It is one of the few tiki-era tequila drinks that has stood the test of time.","Build an El Diablo with tequila, cassis, lime, and ginger beer.",Tequila,Highball,classic|highball|spicy|tiki-adjacent,tequila|cassis|ginger-beer|lime|spicy,,An El Diablo in a highball glass with a lime wedge.,Highball glass,lime wedge,Build,Easy,5,6,4,2,6,5,Use a high-quality crème de cassis; cheap versions will make the drink taste like cough syrup.,"The recipe first appeared in Trader Vic's *Book of Food and Drink* (1946), proving that tequila had a place in the tiki canon.","Trader Vic, 1946; Imbibe",{},1.5 oz tequila reposado|0.5 oz crème de cassis|0.5 oz fresh lime juice|4 oz ginger beer,"1. Shake tequila, cassis, and lime juice with ice. 2. Strain into a highball glass filled with fresh ice. 3. Top with ginger beer. 4. Garnish with a lime wedge.",,,,
mw_batanga_001,batanga,Batanga,"A cult-favorite Mexican highball of tequila, cola, and salt.","The Batanga is the rustic cousin of the Cuba Libre, swapping rum for blanco tequila and adding a distinct salted rim. Created in the town of Tequila, Mexico, it is defined by its method of being stirred with a large knife used to cut the limes. The salt bridges the gap between the sugary cola and the vegetal agave, creating a savory-sweet profile that is incredibly drinkable. It is unpretentious and deeply traditional.","Build a Batanga with tequila, lime, cola, and a salt rim.",Tequila,Highball,classic|highball|mexican|simple,tequila|cola|lime|salt|mexican,,A Batanga in a salt-rimmed highball glass with a lime wedge.,Highball glass,salt rim|lime wedge,Build,Easy,5,6,4,1,5,4,"Traditionally stirred with a knife, but a spoon works fine; the key is the generous amount of lime and salt.","Created by Don Javier Delgado Corona at La Capilla bar in Tequila, Mexico, who famously stirred every drink with the knife he used to slice the limes.",La Capilla history; PunchDrink,{},2 oz tequila blanco|0.5 oz fresh lime juice|4 oz cola|Salt for rim,1. Rim a highball glass with salt. 2. Fill with ice. 3. Squeeze in the lime juice. 4. Add tequila and top with cola. 5. Stir with a knife (or spoon) to mix.,,,,
mw_mezcal_negroni_001,mezcal-negroni,Mezcal Negroni,"A smoky, earthier riff on the classic Italian aperitivo.","The Mezcal Negroni swaps gin for mezcal, instantly transforming the drink from botanical to smoky and savory. The agave spirit stands up powerfully to the bitterness of Campari and the richness of sweet vermouth, creating a profile that is deeper and more brooding than the original. It is arguably the most successful modern variation of the Negroni, becoming a standard call in bars worldwide.","Stir a Mezcal Negroni with mezcal, Campari, and sweet vermouth.",Mezcal,Spirit-Forward,modern-classic|spirit-forward|bitter|smoky|negroni-riff,mezcal|campari|vermouth|bitter|smoky,,A Mezcal Negroni in a rocks glass with an orange peel.,Old-fashioned glass,orange peel,Stir,Easy,8,4,1,6,9,7,Use a standard Espadín mezcal; rare wild agaves are often too delicate to compete with the Campari.,"The substitution of mezcal for gin became widespread in the mid-2000s, helping to introduce the smoky spirit to a broader audience via a familiar format.",Modern cocktail history; Imbibe,{},1 oz mezcal (Espadín)|1 oz Campari|1 oz sweet vermouth,1. Add ingredients to a mixing glass with ice. 2. Stir until well chilled. 3. Strain into a rocks glass over a large ice cube. 4. Garnish with an orange peel.,,,,
mw_naked_and_famous_001,naked-and-famous,Naked and Famous,"A modern classic balancing smoke, citrus, and herbal liqueurs.","The Naked and Famous is an equal-parts sour that serves as a mezcal-based cousin to the Last Word and Paper Plane. It combines mezcal, Yellow Chartreuse, Aperol, and lime juice into a complex, orange-hued drink. The smokiness of the mezcal cuts through the sweetness of the liqueurs, while the Chartreuse adds an herbal backbone. It is a masterclass in four-ingredient balance.","Shake a Naked and Famous with mezcal, Chartreuse, Aperol, and lime.",Mezcal,Sour,modern-classic|sour|herbal|smoky|equal-parts,mezcal|yellow-chartreuse|aperol|lime|complex,,A Naked and Famous in a coupe with no garnish.,Coupe,no garnish,Shake,Moderate,7,5,5,3,8,6,Using a high-proof mezcal helps the base spirit shine through the heavy modifiers.,"Created by Joaquín Simó at Death & Co in 2011, explicitly described by him as the 'bastard love child' of the Last Word and the Paper Plane.","Joaquín Simó, Death & Co; PunchDrink",{},0.75 oz mezcal|0.75 oz Yellow Chartreuse|0.75 oz Aperol|0.75 oz fresh lime juice,1. Add all ingredients to a shaker with ice. 2. Shake well to chill. 3. Strain into a chilled coupe. 4. No garnish is traditional.,,,,
mw_tequila_sunrise_001,tequila-sunrise,Tequila Sunrise,"A visual 70s icon of tequila, orange juice, and sinking grenadine.","The Tequila Sunrise is defined by its gradient appearance, mimicking a sunrise through the density difference between orange juice and grenadine. While often dismissed as a disco drink, a well-made version using fresh juice and quality tequila is a solid, refreshing highball. It relies on the agave to provide a backbone to the sweet fruit. It is the drink that defined the aesthetic of 1970s California rock and roll.","Build a Tequila Sunrise with tequila, orange juice, and grenadine.",Tequila,Highball,classic|highball|fruit|visual|70s,tequila|orange|grenadine|sweet|party,,A Tequila Sunrise in a highball glass with a red-to-yellow gradient.,Highball glass,orange slice|cherry,Build,Easy,4,7,3,1,5,5,"Pour the grenadine vigorously so it hits the bottom and rises up, creating the effect.",The modern version was created at the Trident in Sausalito in the 1970s and became famous after the Rolling Stones adopted it as the official drink of their 1972 tour.,"Keith Richards, Life; National Geographic",{},2 oz tequila blanco|4 oz fresh orange juice|0.5 oz grenadine,1. Fill a highball glass with ice. 2. Add tequila and orange juice. 3. Pour grenadine directly into the center of the glass (do not stir). 4. Garnish with an orange slice and cherry.,,,,
mw_division_bell_001,division-bell,Division Bell,"A smoky, aperitivo-style sour with mezcal and maraschino.","The Division Bell is a modern classic that modifies the Last Word template, pairing mezcal with Aperol and maraschino liqueur. Unlike the Naked and Famous, it leans nuttier and dryer due to the maraschino. It showcases how mezcal pairs exceptionally well with bitter orange and cherry notes. It is bright red, smoky, and dangerously sessionable.","Shake a Division Bell with mezcal, Aperol, maraschino, and lime.",Mezcal,Sour,modern-classic|sour|smoky|bitter|complex,mezcal|aperol|maraschino|lime|modern,,A Division Bell in a coupe with a grapefruit twist.,Coupe,grapefruit twist,Shake,Moderate,6,4,5,3,7,6,Express the grapefruit oils over the drink to highlight the citrus notes in the Aperol.,"Created by Phil Ward at Mayahuel in New York, a bar pivotal in introducing artisanal mezcal cocktails to the US market.",Mayahuel archives; Imbibe,{},1 oz mezcal|0.75 oz Aperol|0.5 oz maraschino liqueur|0.75 oz fresh lime juice,1. Add all ingredients to a shaker with ice. 2. Shake well. 3. Strain into a chilled coupe. 4. Garnish with a grapefruit twist.,,,,
mw_mexican_firing_squad_001,mexican-firing-squad,Mexican Firing Squad,"A vibrant pink sour of tequila, lime, grenadine, and bitters.","The Mexican Firing Squad is a historic cocktail from the 1930s that essentially serves as a Margarita with grenadine instead of triple sec, seasoned heavily with Angostura bitters. The bitters cut the sweetness of the pomegranate syrup and add a savory, spiced depth to the agave base. It is pink, tart, and complex, offering a different path for tequila sours. It proves that tequila and bitters are natural partners.","Shake a Mexican Firing Squad with tequila, lime, and grenadine.",Tequila,Sour,classic|sour|fruit|spiced|historic,tequila|grenadine|lime|bitters|pink,,A Mexican Firing Squad in a rocks glass with a lime wheel.,Old-fashioned glass,lime wheel,Shake,Easy,5,5,6,2,6,5,Use homemade grenadine (pomegranate juice and sugar) for a rich flavor; bright red bottled syrup will make it taste like candy.,"Discovered by historian Charles H. Baker in Mexico City in 1937, who described it as a drink that 'invokes no desire to engage in pistol practice.'","Charles H. Baker, Gentleman's Companion; Imbibe",{},2 oz tequila blanco|0.75 oz fresh lime juice|0.75 oz grenadine|4 dashes Angostura bitters,1. Add all ingredients to a shaker with ice. 2. Shake vigorously. 3. Strain into a rocks glass filled with fresh ice. 4. Garnish with a lime wheel.,,,,
mw_matador_001,matador,Matador,"A simple, shaken mix of tequila, pineapple, and lime.","The Matador is one of the three primary tequila classics (alongside the Margarita and Sunrise), pairing the spirit with pineapple juice. It lacks the carbonation of a highball, drinking more like a stiff sour. The pineapple's acidity and foam structure complement the vegetal tequila perfectly. It is a streamlined, less sweet alternative to tiki drinks.","Shake a Matador with tequila, pineapple, and lime.",Tequila,Sour,classic|sour|fruit|pineapple|simple,tequila|pineapple|lime|dinner|easy,,A Matador in a coupe or rocks glass with a pineapple wedge.,Coupe,pineapple wedge,Shake,Easy,5,5,5,1,6,5,Shake vigorously to create a frothy head from the pineapple juice.,"The Matador appeared in the 1937 *Café Royal Cocktail Book*, establishing pineapple as a key partner for tequila long before the tiki boom.",Café Royal Cocktail Book; Difford's Guide,{},2 oz tequila blanco or reposado|2 oz fresh pineapple juice|0.75 oz fresh lime juice|0.5 oz simple syrup (optional),1. Add all ingredients to a shaker with ice. 2. Shake well. 3. Strain into a chilled coupe or rocks glass. 4. Garnish with a pineapple wedge.,,,,
mw_cantarito_001,cantarito,Cantarito,A rustic citrus punch served in a clay pot.,"The Cantarito is the authentic roadside cooler of Jalisco, blending tequila with a mix of orange, grapefruit, and lime juices, topped with grapefruit soda. Traditionally served in a clay cup (cantarito) which keeps the drink impossibly cold and adds an earthy aroma. It is more complex and citrus-forward than a Paloma, with a pinch of salt to tie the juices together. It is the ultimate refreshing agave punch.",Build a Cantarito with tequila and three citrus juices in a clay mug.,Tequila,Highball,classic|highball|citrus|mexican|rustic,tequila|grapefruit|orange|lime|clay-pot,,A Cantarito in a clay mug rimmed with chili salt.,Clay mug (or highball),orange wedge|lime wedge,Build,Easy,4,5,6,1,7,4,"If you don't have a clay mug, a highball glass works, but soaking the clay pot in water first is the traditional cooling method.","The porous clay of the traditional vessel allows for evaporation that cools the liquid inside, an ancient refrigeration technique.",Mexican culinary history; PunchDrink,{},2 oz tequila reposado|1 oz fresh orange juice|1 oz fresh grapefruit juice|0.5 oz fresh lime juice|Grapefruit soda (Squirt or Jarritos) to top,1. Rim a clay mug or glass with chili salt (Tajín). 2. Fill with ice. 3. Add tequila and fresh juices. 4. Top with grapefruit soda. 5. Stir to combine. 6. Garnish with citrus wedges.,,,,
mw_siesta_001,siesta,Siesta,A modern classic mashup of the Hemingway Daiquiri and the Paloma.,"The Siesta is a sophisticated modern sour that uses Campari and grapefruit juice to modify a tequila base. It reads like a drier, bitterer Margarita with a beautiful coral hue. The bitterness of the Campari serves to tighten the structure of the drink, preventing the fruit juices from feeling flabby. It has become a standard 'bartender's choice' for guests who like tequila but want something adventurous.","Shake a Siesta with tequila, Campari, grapefruit, and lime.",Tequila,Sour,modern-classic|sour|bitter|citrus|complex,tequila|campari|grapefruit|lime|dinner,,A Siesta in a coupe with a grapefruit twist.,Coupe,grapefruit twist,Shake,Moderate,6,4,6,4,7,6,Fresh grapefruit juice is non-negotiable here; the bitterness of the pith is essential to the balance.,"Created by Katie Stipe at the Flatiron Lounge in New York in 2006, it was one of the first modern classics to successfully mix tequila and Campari.","Katie Stipe, Flatiron Lounge; Imbibe",{},1.5 oz tequila blanco|0.5 oz Campari|0.5 oz fresh grapefruit juice|0.5 oz fresh lime juice|0.5 oz simple syrup,1. Add all ingredients to a shaker with ice. 2. Shake well to chill. 3. Strain into a chilled coupe. 4. Garnish with a grapefruit twist.,,,,
